URL || System Output || ODP Ground Truth
http://tsrc.blogspot.com/ || Information on facilities , leagues , teams and membership . Located in us , Tynemouth , england . || Lists membership fees , pictures , details of their teams , a facilities description , and a hall of fame by division . Located in Tyne and Wear , England .
http://www.haverford.edu/athletics/basketballm/index.htm || Official site for the Fords . Team history and game summaries , player rosters , schedules , and statistics . || Official site for the Fords . Team history and game summaries , player rosters , schedules , and statistics .
http://mathlib.sourceforge.net/ || Small , extensive mathematics program with a simple interface . All calculations are entered in a sheet . Users can define variables and functions , and plot graphs of functions . || MathLib is a powerful mathematical engine written in java . A huge amount of mathematical and engineering functions is available .
http://www.squash.org.au/ || Includes news items , a calendar of tournaments , player rankings , and a staff listing . || National Squash organization of Australia . Media releases , event results , player rankings and a calendar .
http://www.hornetsports.com/sports/track/ || Live stats site . Past season news , schedule , roster , coaching staff , and school records . || Hornets official site . News , schedule , roster , and coaching staff .
http://www.orizens.com/ || Offers web design , flash animation , custom logo design , photography , graphic design , and custom illustration . Located in FastDomain Inc , UNITED STATES , || Provide services in web design , Content Management Systems , Flash development , and graphic design . Based in Israel .
http://www.softballpickles.com/ || This site was created to assist youth fastpitch softball coaches with instruction , drills , and game strategy in order to advance their team to the next level . || This site is geared to youth fastpitch softball parents and coaches . It contains articles , tips , and drills , as well as softball news .
http://www.midwestconference.org/softball/ || Official site with news items , current standings , championships , and player awards . || Official site with news items , current standings , championships , and player awards .
http://www.dulwichsquash.co.uk || Information on facilities , teams , juniors and coaching . Located in Dulwich , england . || Information on tournaments , teams , club nights and coaching . It is part of Dulwich Sports Club . Located near Herne Hill , London .
http://scidiv.bcc.ctc.edu/Math/voronoi.html || Math , chaired by edu , about the relation between Computational Geometry and various application fields . This page also archives the discussion that it caused and related links . || Selected references and links .
http://copacabana.emuunlim.com/ || A CPC emulator for dos and Windows . || A freeware CPC emulator for PalmOS and Windows .
http://www.yalebulldogs.com/sports/w-lacros/index || Yale . Includes schedule with results , roster , statistics , news , records and information on coaches . || Bulldogs . Includes schedule with results , roster , statistics , news and information on coaches .
http://paradiselax.com || Lodging , event description , registration , pictures and contact information for a tournament in Sunshine Coast , Australia . || Lodging , event description , registration , pictures and contact information for a tournament in Queensland , Australia .
http://www.athleticsmalta.org/ || Provincial organizing body for track and field , cross country running , race walking , and road racing . News , programs , calendar , results , records and rankings . || The home of Malta Athletics , Track and Field and road running . News , meet results , records and contacts .
http://www.statehornet.com/ || Stories from the student newspaper of the California State University . || Student newspaper of California State University , Sacramento .
http://www.woroni.com.au/ || Official quarterly of the Australian National University ; includes current issue in pdf . || Monthly of the Australian National University Students ' Association .
http://nba.fanhouse.com/team/bucks/ || Colorado rockies news , rumors , and editorials . || Colorado Rockies news , stats and commentary .
http://www.penetrators.net/ || From US . Includes statistics , roster , and photos . || From Penticton , British Columbia , Canada . Includes statistics , tournament records and team information .
